35196713	doc1
35235973	doc2
34921366	doc3
35171304	doc4
33461228	doc5
34985566	doc6
35226111	doc7
34978616	doc8
35172343	doc9
35226123	doc10
35114697	doc11
35024888	doc12
35246707	doc13
34994808	doc14
35277731	doc15
35112164	doc16
35089367	doc17
35166900	doc18
35213896	doc19
34963188	doc20
33462654	doc21
35023823	doc22
34902864	doc23
35029721	doc24
35175404	doc25
33502544	doc26
35201393	doc27
34905785	doc28
35020005	doc29
35089371	doc30
35235968	doc31
35006285	doc32
34928397	doc33
34919162	doc34
35015105	doc35
34994807	doc36
34713309	doc37
35166902	doc38
35021240	doc39
35255513	doc40
35059795	doc41
35015106	doc42
35267046	doc43
35100635	doc44
35138419	doc45
34993608	doc46
35024890	doc47
33427907	doc48
34984490	doc49
33491106	doc50
